New Site Code,Asset Number,Catchment, Action Number,Site Number ,Waterway Action Plan ,Landholder,Contact,Action Summary ,Action ,Priority in WAP,Numeric Priority (Based on WAP),Lead Agency,Easting GDA 94 (start of works only),Northing GDA 94  (start of works only), Cost Estimate of Works , Actual Cost of Works , Status ,Inpsected ,Comments,Unnamed: 20,Unnamed: 21,lon,lat
WAP_2025_08_00599,,Reach 3,V2/3,R3/1/1,Wattle Creek WAP 2005,Unknown,Null,Support fencing and revegetation of stream corridor with grants,Fencing & Revegetation,Medium,2,WCMA,Multiple,Multiple,"$75,000.00",$-,Unknown,,Minor tributaries lack vegetation cover along streams - some revegetation by land owners,,,,
WAP_2025_08_00600,,Reach 3,V2/4,R3/1/1,Wattle Creek WAP 2005,Unknown,Null,Support fencing and revegetation of stream corridor with grants,Fencing & Revegetation,Medium,2,WCMA,Multiple,Multiple,"$100,000.00",$-,Unknown,,Minor tributaries lack vegetation cover along streams - some revegetation by land owners,,,,
WAP_2025_08_00601,,Reach 5,V2/5,R5,Wattle Creek WAP 2005,Unknown,Null,"Provide for controlled stock access, fence and assist with revegetation of corridor",Fencing & Revegetation,Very High,4,WCMA,Reach,Reach,"$100,000.00",$-,Unknown,,"Thin , discontinuous, remnant riparian forest and bank vegetation along mainstem under threat from uncontrolled grazing and large gaps breaking wildlife and riparian corridor",,,,
WAP_2025_08_00603,,Reach 8,V2/8,all,Wattle Creek WAP 2005,Unknown,Null,Support fencing and revegetation of stream corridor with grants,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,"$60,000.00",$-,Unknown,,Minor tributaries lack vegetation cover along streams - some revegetation by land owners,,,,
WAP_2025_08_00604,,Reach 9,V2/9,all,Wattle Creek WAP 2005,Unknown,Null,Support fencing and revegetation of stream corridor with grants,Fencing & Revegetation,Medium,2,WCMA,various,various,"$40,000.00",$-,Unknown,,Minor tributaries lack vegetation cover along streams - some revegetation by land owners,,,,
WAP_2025_08_00605,,Reach 1,V3/1,R1,Wattle Creek WAP 2005,Unknown,Null,Undertake fencing and revegetation program to create suitable linkage asset,Fencing & Revegetation,High,3,WCMA,Reach,Reach,$-,$-,Unknown,,Lack of corridoor between Greens Swamp and riparian area of Heifer Station Creek,,,,
WAP_2025_08_00606,,All Reaches,V3/5,All Reaches,Wattle Creek WAP 2005,Unknown,Null,Support fencing and revegetation of stream corridor with grants,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,"$150,000.00",$-,Unknown,,Minor tributaries lack vegetation cover along streams - some revegetation by land owners,,,,
WAP_2025_08_00607,,Reach 6,V3/6,R6,Wattle Creek WAP 2005,Unknown,Null,Protect vegetation through fencing and other support programs i.e. Land for Wildlife.   Educate landholders to the support programs availible.,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,$-,$-,Unknown,,High value remnant vegetation in upper catchment to be preserved,,,,
WAP_2025_08_00608,,Reach 7,V3/7,all,Wattle Creek WAP 2005,Unknown,Null,Support fencing and revegetation of stream corridor with grants,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,"$75,000.00",$-,Unknown,,Minor tributaries lack vegetation cover along streams - some revegetation by land owners,,,,
WAP_2025_08_00609,,Reach 8,V3/8,Unknown,Wattle Creek WAP 2005,Unknown,Null,Protect vegetation through fencing and other support programs i.e. Land for Wildlife.  Educate landholders to support programs availible.,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,$-,$-,Unknown,,High value remnant vegetation in upper catchment to be preserved,,,,
WAP_2025_08_00610,,Reach 9,V3/9,Unknown,Wattle Creek WAP 2005,Unknown,Null,Weed removal works,Weed Control,Low,1,,Reach,Reach,$-,$-,Unknown,,Weed cover in and around Landsborough requires treatment before threat escapes into adjoining catchment,,,,
WAP_2025_08_00611,,Multiple,V4/5,Various,Wattle Creek WAP 2005,Unknown,Null,Protect vegetation through fencing and other support programs i.e. Land for Wildlife.  Educate landholders as to the support programs availible.,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,$-,$-,Unknown,,High value remnant vegetation in upper catchment to be preserved,,,,
WAP_2025_08_00612,,Reach 9,V4/9,Unknown,Wattle Creek WAP 2005,Unknown,Null,Fencing and removal of stock  pressure,Fencing,Low,1,WCMA,Reach,Reach,$-,$-,Unknown,,Remnant vegetation remaining in riparian area is under pressure from stock,,,,
WAP_2025_08_00613,,Reach 9,V5/9,Unknown,Wattle Creek WAP 2005,Unknown,Null,Protect vegetation through fencing and other support programs i.e. Land for Wildlife.  Educate landholders as to the support programs availible.,Fencing & Revegetation,Medium,2,WCMA,Reach,Reach,$-,$-,Unknown,,High value remnant vegetation in upper catchment to be preserved,,,,
WAP_2025_08_00614,,Reach 1,W 1/1,R1,Wattle Creek WAP 2005,Unknown,Null,Support Salinity Management Plan actions throughout catchment,Water Quality,Medium,2,,Reach,Reach,$-,$-,Unknown,,Salinity of pools elevated,,,,
WAP_2025_08_00615,,Reach 1,W 1/2,R1,Wattle Creek WAP 2005,Unknown,Null,Support Salinity Management Plan actions throughout catchment,Water Quality,Medium,2,,Reach,Reach,$-,$-,Unknown,,Salinity of pools elevated,,,,
WAP_2025_08_00616,,Reach 3,W 1/3,R3/2/1,Wattle Creek WAP 2005,Unknown,Null,Investigate opportunities to improve water quality treatment performance of swamp through insertion of wall and orifices,Water Quality,Medium,2,,Multiple,Multiple,$-,$-,Unknown,,High suspended solids and turbidity in Batcocks Scour being treated in old swamp and could be improved,,,,
WAP_2025_08_00617,,Multiple,W 1/5,"R/3/1, R5/4/1, R5/5/1, R5/6/1",Wattle Creek WAP 2005,Unknown,Null,Investigate opportunities to improve sediment and water quality treatment performance through the establishment of formal sediment traps on the tributaries upstream of the mainstem,Water Quality,Urgent,5,,Various,Various,"$15,000.00",$-,Unknown,,"High bed load, suspended solids and turbidity in lateral tributaries having direct impact on the mainstem of Wattle Creek",,,,
WAP_2025_08_00618,,Reach 6,W 1/6,"R6/8, R6/1",Wattle Creek WAP 2005,Unknown,Null,Investigate opportunities to improve sediment and water quality treatment performance through the establishment of formal sediment traps on the tributaries upstream of the mainstem,Water Quality,Very High,4,,Reach,Reach,"$15,000.00",$-,Unknown,,"High bed load, suspended solids and turbidity in lateral tributaries having direct impact on the mainstem of Wattle Creek",,,,
WAP_2025_08_00621,,Multiple,W1/8,multiple,Wattle Creek WAP 2005,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,Various,Various,"$60,000.00",$-,Unknown,,"Eroding channels in high slaking soils producing salt, sediment and turbidity",,,,
WAP_2025_08_00622,,Multiple,W1/9,multiple,Wattle Creek WAP 2005,Unknown,Null,Fence & revegetate,Fencing & Revegetation,Medium,2,WCMA,Various,Various,"$60,000.00",$-,Unknown,,"Eroding channels in high slaking soils producing salt, sediment and turbidity",,,,
WAP_2025_08_00627,,Multiple,W2/8,multiple,Wattle Creek WAP 2005,Unknown,Null,Investigate opportunities to enhance stream stability and Turbidity reduction performance through establishment of sediment traps.,Water Quality,Medium,2,,Various,Various,"$12,000.00",$-,Unknown,,Many tributaries connect directly to Howards creek without trapping of gross solids in foothill fans or swamps,,,,
WAP_2025_08_00628,,Multiple,W2/9,multiple,Wattle Creek WAP 2005,Unknown,Null,Investigate opportunities to enhance stream stability and Turbidity reduction performance through establishment of sediment traps.,Water Quality,Medium,2,,Various,Various,"$12,000.00",$-,Unknown,,Many tributaries connect directly to Howards creek without trapping of gross solids in foothill fans or swamps,,,,
WAP_2025_08_00629,,Reach 1,W3/1,R1/1,Wattle Creek WAP 2005,Unknown,Null,Investigate opportunities to enhance is and Turbidity reduction performance through sed pond and stored event management,Water Quality,Medium,2,,Null,Null,"$17,500.00",$-,Unknown,,Greens Swamp performing a major water quality improvement function,,,,
WAP_2025_08_00631,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Null,Null,$-,$-,Planning,,Between the boundary fence 500m downstream of Joel Joel hall and Vances vrossing road,,,,
WAP_2025_08_00632,,Unknown,Unknown,Unknown,Wimmera River WAP 2002 - Reach 6.2,Unknown,Null,Fence left and right banks as required. Provide off stream watering points for stock as necessary,Fencing,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From the downstream end of reach 6.2 to the boundary fence 500m downstream of Joel Joel hall,,,,
WAP_2025_08_00638,,Reach 2.1,2.1.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence both sides of river from Hanging Swamp to the Little Wimmera Road crossing (apporximately 225m) if stock have access,Fencing,High,3,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00639,,Reach 2.1,2.1.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Investigate future activities in adjacent plantation to determine possible impacts on swamp,Investigate,High,3,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00640,,Reach 2.1,2.1.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,"Monitor the rate of movement of the erosion heads through the swamp using ground survey (including pegs in ground, photos, and measurement)",Monitor,High,3,,Null,Null,$-,$-,Unknown,,Surveyed again in 2004. Needs comparing with 2002 suevey. Willows and erosion heads to resolve - loss of swamp potential . Monitor,,,,
WAP_2025_08_00641,,Reach 2.1,2.1.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Monitor movement of erosion heads among exotic vegetation,Monitor,High,3,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00642,,Reach 2.1,2.1.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Selective poisoning/removal of willows in reach pending results of monitoring. Any actions here will depend on outcomesof monitoring heads on edge of the swamp,Weed Control,High,3,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00643,,Reach 2.1,2.1.2,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Determine whether stock access the section upstream of the culvert and fence if required,Fencing,Low,1,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00644,,Reach 2.1,2.1.2,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Monitor for stability and pest plants from upstream in short section below confluence with Tom The Tailor Creek,Stability,Low,1,,Null,Null,$-,$-,Unknown,,,,,,
WAP_2025_08_00645,,Reach 2.2,2.2.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Install fencing on both sides of river to restrict stock access,Fencing,Medium,2,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00646,,Reach 2.2,2.2.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence out the left bank (400m) and repair damaged sections of the right fence,Fencing,Medium,2,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00647,,Reach 2.2,2.2.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Poison and follow up removal of willows and poplars through reach over approximately 400m,Removal of Vegetation,Medium,2,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00648,,Reach 2.2,2.2.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,"Monitor and control, if necessary, erosion heads currently located among some willow roots",Stability,Medium,2,,Null,Null,$-,$-,Unknown,,,,,,
WAP_2025_08_00649,,Reach 2.2,2.2.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Longitudinal bed survey,Stability,Medium,2,,Null,Null,$-,$-,Unknown,,,,,,
WAP_2025_08_00650,,Reach 2.2,2.2.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Monitor erosion heads and implement stabilisation measures where required,Stability,Medium,2,,Null,Null,$-,$-,Unknown,,,,,,
WAP_2025_08_00651,,Reach 2.3,2.3.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,"Within the section dominated by willows and hawthorn, remove exotic vegetation and fence and revegetate (approx 600m)",Weed Control,Medium,2,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00652,,Reach 2.3,2.3.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Manage erosion heads among the willow roots to ensure they don’t progress into the stable upstream section of the reach,Stability,Medium,2,,Null,Null,$-,$-,Unknown,,,,,,
WAP_2025_08_00653,,Reach 2.3,2.3.2,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fencing and revegetation at start of reach to protect vulnerable banks (approx 190m either side),Fencing & Revegetation,Low,1,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00654,,Reach 2.3,2.3.2,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,"Fence and revegetate other unfenced sections of river (300m right bank, 600m left bank)",Fencing & Revegetation,Low,1,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00655,,Reach 2.4,2.4.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,From drop structure to downstream end of section where river reverts to swamp complete fencing on both banks (approx 1100m total) increasing width,Fencing,High,3,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00656,,Reach 2.4,2.4.1,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Revegetate left and right banks,Revegetation,High,3,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00657,,Reach 2.4,2.4.10,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence and revegetate left and right banks (approx 1500m),Fencing & Revegetation,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From upstream of Landsborough Rd to confluence with Glenlofty Creek,,,,
WAP_2025_08_00658,,Reach 2.4,2.4.10,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Reintroduce LWD for habitat value,Reintroduce Large Woody Debris,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From upstream of Landsborough Rd to confluence with Glenlofty Creek,,,,
WAP_2025_08_00659,,Reach 2.4,2.4.10,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove gorse,Removal of Vegetation,Medium,2,,Null,Null,$-,$-,Planning,,From upstream of Landsborough Rd to confluence with Glenlofty Creek,,,,
WAP_2025_08_00660,,Reach 2.4,2.4.11,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Investigate provision of fish passage past the drop structure,Investigate,Low,1,,Null,Null,$-,$-,Planning,,Confirm if migratory fish are present then consider options for fish ladder if required.,,,,
WAP_2025_08_00661,,Reach 2.4,2.4.2,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation from river and Rocky Creek confluence (approx 200m),Weed Control,High,3,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00662,,Reach 2.4,2.4.3,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove gorse (1100m),Removal of Vegetation,High,3,,Null,Null,$-,$-,Planning,,Commencing 1100m upstyream of Elmhurst-Glenpatrick Road bridge,,,,
WAP_2025_08_00663,,Reach 2.4,2.4.3,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Revegetate to railway line (some parts already done),Revegetation,High,3,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00664,,Reach 2.4,2.4.4,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence both banks between railway line and Elmhurst-Glenpatrick Rd (approx 200m either side) Existing fencing on right bank to be replaced,Fencing,High,3,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00665,,Reach 2.4,2.4.5,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence gaps and revegetate on left and right banks (approx 300m),Fencing & Revegetation,High,3,WCMA,Null,Null,$-,$-,Planning,,Between Eyrie Stud boundary and Landsborough Road,,,,
WAP_2025_08_00666,,Reach 2.4,2.4.5,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Approach landholders to increase setback of current fencing along the river-if not the permanent fencing at least the temporary fencing,Fencing & Revegetation,High,3,WCMA,Null,Null,$-,$-,Planning,,Between Eyrie Stud boundary and Landsborough Road,,,,
WAP_2025_08_00667,,Reach 2.4,2.4.5,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation (some willows),Removal of Vegetation,High,3,,Null,Null,$-,$-,Planning,,Between Eyrie Stud boundary and Landsborough Road,,,,
WAP_2025_08_00668,,Reach 2.4,2.4.6,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation from river in swampy section downstream of Rocky Creek confluence to 500m upstream of Pyrenees Hwy (approx 750m),Removal of Vegetation,Medium,2,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00669,,Reach 2.4,2.4.7,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation and fence left bank and revegetate both banks upstream of Pyrenees Hwy (170m),Fencing & Revegetation,Medium,2,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00670,,Reach 2.4,2.4.7,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence and revegetate right bank downstream of Pyrenees Hwy (470m),Fencing & Revegetation,Medium,2,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00671,,Reach 2.4,2.4.7,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Remove exotic vegetation downstream of Pyrenees Hwy (470m),Removal of Vegetation,Medium,2,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00672,,Reach 2.4,2.4.8,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Fence and revegetate both banks (750m either side),Fencing & Revegetation,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From Elmhurst-Glenpatrick Rd bridge to downstream property boundary of Eyrie Stud (ex deer farm),,,,
WAP_2025_08_00673,,Reach 2.4,2.4.8,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Reintroduce LWD for habitat value,Reintroduce Large Woody Debris,Medium,2,WCMA,Null,Null,$-,$-,Planning,,From Elmhurst-Glenpatrick Rd bridge to downstream property boundary of Eyrie Stud (ex deer farm),,,,
WAP_2025_08_00674,,Reach 2.4,2.4.9,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Revegetate left and right banks (approx 380m) from downstream of property boundary of Eyrie Stud,Revegetation,Medium,2,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00675,,Reach 2.4,2.4.9,Unknown,Wimmera River WAP 2003 - Reach 2,Unknown,Null,Continue gorse control from downstream of property boundary of Eyrie Stud,Weed Control,Medium,2,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00687,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,Continue platypus and biological monitoring programs,Platypus Study,High,3,,Entire Reach,Entire Reach,"$24,000.00",$-,Unknown,,Lack of biological condition data,,,,
WAP_2025_08_00689,,Reach 3,W3,Unknown,Wimmera River WAP 2006 - Reach 3,Unknown,Null,"Implement flow, salinity & turbidity monitoring programs",Water Quality,High,3,,Entire Reach,Entire Reach,"$45,000.00",$-,Unknown,,A general lack of environmental condition data to guide management efforts,,,,
WAP_2025_08_00695,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,Fence out key habitat pool sites to encourage revegetation,Fencing & Revegetation,High,3,WCMA,Entire Reach,Entire Reach,"$75,500.00",$-,Unknown,,Key habitat pools lack riparian vegetation,,,,
WAP_2025_08_00696,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,Fence and revegetate segments around existing trees over 3 years,Fencing & Revegetation,High,3,WCMA,Entire Reach,Entire Reach,"$86,250.00",$-,Unknown,,Loss of riparian cover & continuity,,,,
WAP_2025_08_00699,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,"Implement flow, salinity & turbidity monitoring programs",Monitor,High,3,,Entire Reach,Entire Reach,"$24,000.00",$-,Unknown,,A general lack of environmental condition data to guide management efforts,,,,
WAP_2025_08_00700,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,Continue platypus and biological monitoring programs,Platypus Study,High,3,,Entire Reach,Entire Reach,"$24,000.00",$-,Unknown,,Lack of biological condition data,,,,
WAP_2025_08_00704,,Reach 4,W4,Unknown,Wimmera River WAP 2006 - Reach 4,Unknown,Null,Control Spiny Rush over 3 years and revegetate,Weed Control,High,3,,Entire Reach,Entire Reach,"$14,400.00",$-,Unknown,,Significant Spiny Rush infestations,,,,
WAP_2025_08_00712,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Continue platypus and biological monitoring programs,Platypus Study,High,3,,Entire Reach,Entire Reach,"$24,000.00",$-,Unknown,,Lack of biological condition data,,,,
WAP_2025_08_00713,,Reach 5,W5,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,"Implement flow, salinity & turbidity monitoring programs",Water Quality,High,3,,Entire Reach,Entire Reach,"$45,000.00",$-,Unknown,,A general lack of environmental condition data to guide management efforts,,,,
WAP_2025_08_00715,,Reach 5,W5/3,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,Entire Reach,Entire Reach,"$230,000.00",$-,Unknown,,Lack of vegetation,,,,
WAP_2025_08_00722,,Reach 5,W5/4/1,Unknown,Wimmera River WAP 2006 - Reach 5,Unknown,Null,Fence & revegetate,Fencing & Revegetation,High,3,WCMA,Entire Reach,Entire Reach,"$86,250.00",$-,Unknown,,Lack of vegetation,,,,
WAP_2025_08_00734,,Reach 6.1,W6.1,Unknown,Wimmera River WAP 2006 - Reach 6.1,Unknown,Null,Fence out waterway to control stock access and encourage vegetation recruitment,Fencing & Revegetation,Medium,2,WCMA,Entire Reach,Entire Reach,"$28,000.00",$-,Unknown,,Uncontrolled stock access leading to a lack of vegetation recruitment,,,,
WAP_2025_08_00737,,Reach 6.1,W6.1,Unknown,Wimmera River WAP 2006 - Reach 6.1,Unknown,Null,Continue platypus and biological monitoring programs,Platypus Study,High,3,,Entire Reach,Entire Reach,"$24,000.00",$-,Unknown,,Lack of biological condition data,,,,
WAP_2025_08_00738,,Reach 6.1,W6.1,Unknown,Wimmera River WAP 2006 - Reach 6.1,Unknown,Null,"Implement flow, salinity & turbidity monitoring programs",Water Quality,High,3,,Entire Reach,Entire Reach,"$45,000.00",$-,Unknown,,A general lack of environmental condition data to guide management efforts,,,,
WAP_2025_08_00746,,Astons Scour,Unknown,Unknown,Wimmera WAP,Unknown,Null,Fence left and right banks as required,Fencing,Medium,,WCMA,Null,Null,$-,$-,Planning,,"Upstream from confluence of Astons Scour and the Wimmera River, to the drop structures",,,,
WAP_2025_08_00747,,Astons Scour,Astons Scour,Unknown,Wimmera WAP,Unknown,Null,,Unknown,Null,Null,WCMA,Null,Null,$-,$-,Completed,,,,,,
WAP_2025_08_00748,,Little Wimmera,Unknown,Unknown,Wimmera WAP,Unknown,Null,Fence and revegetate the left bank above prive crossing (approx 1470m),Fencing & Revegetation,Low,,WCMA,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00749,,Little Wimmera,Unknown,Unknown,Wimmera WAP,Unknown,Null,Revegetate banks below private crossing to confluence with Wimmera River (approx 70m banks already fenced),Revegetation,Low,,,Null,Null,$-,$-,Planning,,,,,,
WAP_2025_08_00750,,Little Wimmera,Unknown,Unknown,Wimmera WAP,Unknown,Null,Monitor progress of erosion heads,Stability,Low,5,,Null,Null,$-,$-,Unknown,,,,,,
,,,,,,,,,Unknown,,,,,,,,,,,,,,
